"0","Classic Pancakes","""[""""1 1/2 c. all-purpose flour"""""," """"3 1/2 tsp. baking powder"""""," """"1 tsp. salt"," """"1 Tbsp. white sugar"," """"1 1/4 c. milk"""""
"472","Fried Egg Wrap with Mozzarella (94)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced bell peppers""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/472","Generated","[""flour tortilla"", ""eggs"", ""mozzarella"", ""bell peppers""]"
"473","Loaded White Bread Toast with Almond Butter (37)","[""2 slices white bread"", ""2 Tbsp. almond butter"", ""1/4 c. cinnamon""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with cinnamon.""]","www.example-breakfast.com/recipe/473","Generated","[""white_bread"", ""almond_butter"", ""cinnamon""]"
"474","Scrambled Egg Wrap with Swiss (80)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Scrambled eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/474","Generated","[""flour tortilla"", ""eggs"", ""Swiss""]"
"475","Loaded Sourdough Toast with Almond Butter (42)","[""2 slices sourdough"", ""2 Tbsp. almond butter"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/475","Generated","[""sourdough"", ""almond_butter"", ""berries""]"
"476","Loaded White Bread Toast with Jam (73)","[""2 slices white bread"", ""2 Tbsp. jam"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/476","Generated","[""white_bread"", ""jam"", ""berries""]"
"477","Pecans Pancakes (27)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/477","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"478","Quick Strawberries and Almonds Oatmeal (11)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. strawberries"", ""1 Tbsp. almonds"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in strawberries, almonds, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/478","Generated","[""rolled oats"", ""water"", ""strawberries"", ""almonds"", ""brown sugar""]"
"479","Chocolate Chips Waffles (16)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/479","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"480","Quick Apple and Pecans Oatmeal (57)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. pecans"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, pecans, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/480","Generated","[""rolled oats"", ""water"", ""apple"", ""pecans"", ""brown sugar""]"
"481","Quick Raspberries and Walnuts Oatmeal (18)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. raspberries"", ""1 Tbsp. walnuts"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in raspberries, walnuts, and honey. Serve warm.""]","www.example-breakfast.com/recipe/481","Generated","[""rolled oats"", ""water"", ""raspberries"", ""walnuts"", ""honey""]"
"482","Loaded Rye Toast with Jam (61)","[""2 slices rye"", ""2 Tbsp. jam"", ""1/4 c. cinnamon""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with cinnamon.""]","www.example-breakfast.com/recipe/482","Generated","[""rye"", ""jam"", ""cinnamon""]"
"483","Boiled Egg Wrap with Mozzarella (90)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Boiled eggs"", ""2 Tbsp. diced bell peppers""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/483","Generated","[""flour tortilla"", ""eggs"", ""mozzarella"", ""bell peppers""]"
"484","Strawberry Pineapple Smoothie (57)","[""1/2 c. frozen strawberry"", ""1/2 c. frozen pineapple"", ""1 c. oat milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/484","Generated","[""strawberry"", ""pineapple"", ""oat milk""]"
"485","Fried Egg Wrap with Feta (73)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded feta"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced mushrooms""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/485","Generated","[""flour tortilla"", ""eggs"", ""feta"", ""mushrooms""]"
"486","Mango Pineapple Smoothie (51)","[""1/2 c. frozen mango"", ""1/2 c. frozen pineapple"", ""1 c. oat milk"", ""1 Tbsp. chia seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/486","Generated","[""mango"", ""pineapple"", ""oat milk"", ""chia seeds""]"
"487","Chocolate Chips Waffles (91)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/487","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"488","Salty Canadian Bacon (80)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/488","Generated","[""Canadian bacon""]"
"489","Mango Blueberry Smoothie (66)","[""1/2 c. frozen mango"", ""1/2 c. frozen blueberry"", ""1 c. oat milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/489","Generated","[""mango"", ""blueberry"", ""oat milk""]"
"490","Salty Bacon (68)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/490","Generated","[""bacon""]"
"491","Quick Banana and Walnuts Oatmeal (17)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. walnuts"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, walnuts, and honey. Serve warm.""]","www.example-breakfast.com/recipe/491","Generated","[""rolled oats"", ""water"", ""banana"", ""walnuts"", ""honey""]"
"492","Salty Bacon (27)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/492","Generated","[""bacon""]"
"493","Quick Raspberries and Walnuts Oatmeal (8)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. raspberries"", ""1 Tbsp. walnuts"", ""1 Tbsp. maple syrup""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in raspberries, walnuts, and maple syrup. Serve warm.""]","www.example-breakfast.com/recipe/493","Generated","[""rolled oats"", ""water"", ""raspberries"", ""walnuts"", ""maple syrup""]"
"494","Quick Banana and Almonds Oatmeal (9)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. almonds"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, almonds, and honey. Serve warm.""]","www.example-breakfast.com/recipe/494","Generated","[""rolled oats"", ""water"", ""banana"", ""almonds"", ""honey""]"
"495","Quick Raspberries and Pecans Oatmeal (85)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. raspberries"", ""1 Tbsp. pecans"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in raspberries, pecans, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/495","Generated","[""rolled oats"", ""water"", ""raspberries"", ""pecans"", ""brown sugar""]"
"496","Loaded Sourdough Toast with Peanut Butter (75)","[""2 slices sourdough"", ""2 Tbsp. peanut butter"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/496","Generated","[""sourdough"", ""peanut_butter"", ""honey_drizzle""]"
"497","Mango Blueberry Smoothie (13)","[""1/2 c. frozen mango"", ""1/2 c. frozen blueberry"", ""1 c. oat milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/497","Generated","[""mango"", ""blueberry"", ""oat milk""]"
"498","Salty Sausage Patties (74)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/498","Generated","[""sausage patties""]"
"499","Quick Apple and Almonds Oatmeal (16)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. almonds"", ""1 Tbsp. maple syrup""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, almonds, and maple syrup. Serve warm.""]","www.example-breakfast.com/recipe/499","Generated","[""rolled oats"", ""water"", ""apple"", ""almonds"", ""maple syrup""]"
